Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte,name,rows,cols,id,classes
Toscana,668,5033,31,570,10,Dati della Protezione Civile del 16 Marzo 2022 ore 18:13,,,,,
Umbria,167,662,4,86,41,Dati della Protezione Civile del 16 Marzo 2022 ore 18:13,,,,,
Valle d'Aosta,14,163,0,34,0,Dati della Protezione Civile del 16 Marzo 2022 ore 18:13,,,,,
Veneto,443,6000,23,1000,0,Dati della Protezione Civile del 16 Marzo 2022 ore 18:13,,,,,
Abruzzo,263,1382,11,181,14,Dati della Protezione Civile del 17 Marzo 2022 ore 18:22,,,,,
Basilicata,89,381,3,79,13,Dati della Protezione Civile del 17 Marzo 2022 ore 18:22,,,,,
Calabria,347,1108,14,202,0,Dati della Protezione Civile del 17 Marzo 2022 ore 18:22,,,,,
Campania,563,4149,41,636,0,Dati della Protezione Civile del 17 Marzo 2022 ore 18:22,,,,,
Emilia-Romagna,991,9001,53,889,0,Dati della Protezione Civile del 17 Marzo 2022 ore 18:22,,,,,
Friuli Venezia Giulia,133,1277,8,175,0,Dati della Protezione Civile del 17 Marzo 2022 ore 18:22,,,,,
Lazio,1036,6421,74,943,243,Dati della Protezione Civile del 17 Marzo 2022 ore 18:22,,,,,
Liguria,227,1641,10,219,12,Dati della Protezione Civile del 17 Marzo 2022 ore 18:22,,,,,
Lombardia,844,10457,58,1810,0,Dati della Protezione Civile del 17 Marzo 2022 ore 18:22,,,,,
Marche,167,1020,8,256,49,Dati della Protezione Civile del 17 Marzo 2022 ore 18:22,,,,,
Molise,19,176,1,39,26,Dati della Protezione Civile del 17 Marzo 2022 ore 18:22,,,,,
P.A. Bolzano,48,500,5,100,20,Dati della Protezione Civile del 17 Marzo 2022 ore 18:22,,,,,
P.A. Trento,37,517,1,90,0,Dati della Protezione Civile del 17 Marzo 2022 ore 18:22,,,,,
Piemonte,577,6794,21,628,99,Dati della Protezione Civile del 17 Marzo 2022 ore 18:22,,,,,
Puglia,550,2923,27,503,0,Dati della Protezione Civile del 17 Marzo 2022 ore 18:22,,,,,
Sardegna,337,1602,19,204,16,Dati della Protezione Civile del 17 Marzo 2022 ore 18:22,,,,,
Sicilia,874,3758,65,853,0,Dati della Protezione Civile del 17 Marzo 2022 ore 18:22,,,,,
Toscana,653,5033,27,570,10,Dati della Protezione Civile del 17 Marzo 2022 ore 18:22,,,,,
Umbria,183,662,3,86,41,Dati della Protezione Civile del 17 Marzo 2022 ore 18:22,,,,,
Valle d'Aosta,16,163,0,34,0,Dati della Protezione Civile del 17 Marzo 2022 ore 18:22,,,,,
Veneto,443,6000,24,1000,0,Dati della Protezione Civile del 17 Marzo 2022 ore 18:22,,,,,
Abruzzo,253,1382,12,181,14,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33,,,,,
Basilicata,84,381,3,79,13,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33,,,,,
Calabria,359,1108,15,202,0,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33,,,,,
Campania,588,4149,40,636,0,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33,,,,,
Emilia-Romagna,965,9001,52,889,0,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33,,,,,
Friuli Venezia Giulia,128,1277,6,175,0,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33,,,,,
Lazio,1015,6421,75,943,243,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33,,,,,
Liguria,220,1641,10,219,12,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33,,,,,
Lombardia,858,10457,58,1810,0,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33,,,,,
Marche,181,1020,10,256,49,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33,,,,,
Molise,21,176,1,39,26,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33,,,,,
P.A. Bolzano,54,500,3,100,20,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33,,,,,
P.A. Trento,34,517,1,90,0,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33,,,,,
Piemonte,583,6794,23,628,99,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33,,,,,
Puglia,560,2923,29,503,0,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33,,,,,
Sardegna,338,1602,18,204,16,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33,,,,,
Sicilia,858,3762,60,853,0,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33,,,,,
Toscana,680,5033,29,570,10,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33,,,,,
Umbria,176,662,3,86,41,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33,,,,,
Valle d'Aosta,16,163,0,34,0,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33,,,,,
Veneto,432,6000,26,1000,0,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33,,,,,
Abruzzo,256,1382,13,181,14,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22,,,,,
Basilicata,90,381,3,79,13,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22,,,,,
Calabria,365,1108,14,202,0,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22,,,,,
Campania,588,4149,37,636,0,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22,,,,,
Emilia-Romagna,867,9001,51,889,0,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22,,,,,
Friuli Venezia Giulia,125,1277,5,175,0,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22,,,,,
Lazio,1012,6421,76,943,243,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22,,,,,
Liguria,227,1641,8,219,12,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22,,,,,
Lombardia,880,10457,58,1810,0,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22,,,,,
Marche,187,1020,9,256,49,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22,,,,,
Molise,22,176,1,39,26,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22,,,,,
P.A. Bolzano,49,500,3,100,20,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22,,,,,
P.A. Trento,28,517,1,90,0,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22,,,,,
Piemonte,575,6794,22,628,99,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22,,,,,
Puglia,570,2923,28,503,0,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22,,,,,
Sardegna,327,1602,18,204,16,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22,,,,,
Sicilia,852,3779,58,853,0,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22,,,,,
Toscana,687,5033,32,570,10,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22,,,,,
Umbria,184,662,6,86,41,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22,,,,,
Valle d'Aosta,14,163,0,34,0,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22,,,,,
Veneto,414,6000,28,1000,0,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22,,,,,
